"","P10E0","P10E7","P10E90","P11E0","P11E7","P11E90","P12E0","P12E7","P12E90","P13E0","P13E7","P13E90","P14E0","P14E7","P14E90","P15E0","P15E7","P15E90","P17E0","P17E7","P17E90","P18E0","P18E7","P18E90","P19E0","P19E7","P19E90","P1E0","P1E7","P1E90","P20E0","P20E7","P20E90","P21E0","P21E7","P21E90","P22E0","P22E7","P22E90","P23C0","P23C7","P23C90","P25C0","P25C7","P25C90","P2E0","P2E7","P2E90","P38C0","P38C7","P38C90","P3E0","P3E7","P3E90","P4E0","P4E7","P4E90","P5E0","P5E7","P5E90","P6C0","P6C7","P6C90","P7C0","P7C7","P7C90","P8C0","P8C7","P8C90","P9E0","P9E7","P9E90"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica",0.01384,0.01659,0.02091,0.01499,0.00576,0,0,0,0,0.05315,0.03049,0.14151,0.06405,0.09892,0.16203,0.00764,0.01382,0.04355,0,0,0,0,0,0,0.00588,0.00755,0.00624,0.03503,0.071,0.05267,0,0,0,0.01521,0.02127,0.03489,0,0,0,0,0,0,0,0,0,0.06956,0.04576,0.02214,0.1196,0.16876,0.092,0,0,0,0,0,0,0,0,0,0.02617,0.04391,0.08587,0.0348,0.04556,0.09194,0,0,0,0.2266,0.06202,0.26205
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis",0.01273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus",0.01225,0.00341,0.00827,0,0.00045,0.00244,0,0,0.00335,0.00641,0.00566,0,0,0,0.07754,0.15268,0,0.36047,0,0,0,0.00748,0.09392,0.00708,0.00595,0.23835,0.00593,0,0,0,0.01465,0.07835,0.18753,0.0012,0,0.036,0,0,0.31579,0,0.02972,0.00224,0.1588,0.04736,0.1196,0,0,0,0,0.00838,0,0,0.06263,0,0.00132,0.0368,0,0.14682,0.0439,0.08876,0,0.0083,0.00502,0,0,0.00655,0,0.0259,0,0,0.11596,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris",0.01146,0,0.00419,0.00489,0,0.01341,0.00199,0,0,0,0,0,0.01427,0.00783,0.01878,2e-04,0,0.00188,0.0088,0,0.00408,0.11413,0,0.01774,0.01101,0.00089,0.00666,0.00249,0.00534,0.00996,0.00331,0,0.0028,0.00572,0,0.01252,0.00176,0,0.00129,0.13929,0.10722,0.26396,0,0,0,0.00371,0.00391,0,0.00121,0.00227,0.00045,0.00471,0.00023,0.0035,0,0,0,0.02736,0.03578,0.02978,0.0099,0.01897,0.01186,0.00431,0.00465,0.0071,0,0,0,0.00062,0,0.0025
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii",0.01143,0.03832,0.06591,0,0,0,0,0,0,0,0,0,0.07774,0.32055,0.06118,0,0,0,0,0,0,0,0,0,0.43808,0.34807,0.06342,0.03572,0.11932,0.29408,0,0,0,0,0,0,0,0,0,0,0,0,0.21731,0.1045,0.38177,0,0,0,0,0,0,0.18188,0.30454,0.04872,0,0,0,0,0,0,0,0,0,0.01952,0.09592,0.05116,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83",0.01105,0,0.00036,0.28586,0,0.29987,0.96829,0,0.20411,0,0,0,0.1562,0.17659,0.64911,0.41475,0,0.50744,0.22221,0.51344,0.31988,1.29933,0.01991,0.28843,0.00655,0.00295,0.00864,0.00328,0.00773,0.13013,0,0,0,0.24628,0,0.73314,0.06403,0,0.07517,3.54619,4.56963,0.71815,0.06564,0.04302,0.03134,0.14575,0.11378,0,0.12029,0.38529,0.41816,0.55578,0.05435,0.13048,0,0,0,0,0,0,0.01404,0.0165,0.03764,0.15221,0.20301,0.04794,0,0,0,0.56726,0,0.28159
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae",0.01027,0.97595,0.00644,0.0044,2.0056,0.02734,0.09836,3.58206,0.10474,0.00047,0.05793,0,0,0.33243,0,0,0.1899,0.00262,0.01433,0.01541,0.00744,0.06462,2.01151,0.00293,0.01079,1.69587,0,0.08886,0.07574,0,0.07089,4.07753,0.04165,0.16121,0.8124,0.08513,0.01699,0.01378,0.01278,0.01773,0.01241,0.00878,0,0,0,0,0,0.00645,0.00654,0.00223,0.00215,0,0.11658,0.00231,0.00394,0.2563,0.04338,0.00323,0.05908,0.02861,0,0,0,0.00169,0,0,0.00526,0.01763,0.00075,0.00627,0.7531,0.22524
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus",0.00995,0.10907,0.02352,0.05138,0.15586,0.03037,0,0,0,0.04817,0.02657,0.04497,0.96031,1.82695,1.73682,0.00771,0.0156,0.04119,0.04486,0.04204,0.04112,0.12745,0.04477,0.04201,0.02815,0.02743,0.04066,0.02077,0.0387,0.13557,0,0,0,0,0,0,0.28138,0.22621,0.3493,0.16592,0.30782,0.23977,0.00015,0,0.00387,0.05857,0.03957,0.24157,0.06885,0.20281,0.02657,0,0,0,0,0,0,0,0,0,0,0,0,0.04046,0.02366,0.02981,0.25424,0.1682,0.26272,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis",0.00948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum",0.00932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383,0,0,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553,0.00793,0.00018,0,0,0,0,0,0,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94",0.00903,0,0.01581,0.00127,0.12083,0.21289,0,0,0,0.00435,0.07507,0.00126,0,0,0,0,0,0.0155,0,0,0,0,0,0,0,0,0,0.77065,0.42968,0.03609,0,0,0,0.01546,1e-04,0.02439,0.01499,0.00133,0.01666,0.00214,0.00136,0,0,0,0,0.00519,0.01249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10888,0.18059,0.02475,0,0,0,0,0,0,0.00735,0.00861,0.0208
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum",0.00892,0.54805,0,0.00102,1.42411,0.01999,0.13346,2.69105,0.20337,0,0.00835,0,0,0,0,0,0.30828,0,0.01101,0,0.00291,0.00428,0.13543,0.01715,0.02616,0.00154,0,0,0,0,0.04476,1.10776,0.3975,0.01045,0.04635,0.04616,0.01823,0.47968,0.01352,0.02831,0.04865,0.01643,0,0,0,0,0,0,0.00337,0.00519,0.00089,0,0.01783,0,0.00125,0.03154,0.00183,0.01288,0.03291,0,0.00056,0.00386,0.00587,0,0,0,0.00833,0.01486,0.00208,0.00285,0.0715,0.04225
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris",0.00871,0.00445,0.00421,0.00597,0.02945,0.00025,0,0,0,0.02831,0.01287,0.04952,0,0.01712,0.00151,0.11451,0.05454,0.00768,0,0.03555,0.00347,0.19888,0.06211,0.13226,0,0.0071,0,0.00343,0.00123,0.02021,0.00442,0.02053,0.02143,0.00632,0.01666,0.00366,0.10695,0.11085,0.08853,0.00552,0,0.00193,0,0,0,0.02182,0.01628,0.01207,0.06091,0.02416,0.04913,0,0,0,0,0,0,0,0,0,0.18046,0.10118,0.32109,0.04686,0.08296,0.02594,0.14142,0.09672,0.09135,0.00557,0.05739,0.00703
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii",0.00785,0.3881,0.06476,0,0,0,0,0,0,0,0,0,0.02931,0.00295,0.03052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16005,15.32406,2.31747,0,0,0,0,0,0,2.98449,4.29398,0.22979,0,0,0,0.12082,1.16121,0.11013,0,0,0,0,0,0,0,0,0,1.34108,1.25806,0.29647,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa",0.00785,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096,0.00235,0,0.00375,0.00319,0.00198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711,0.01342,0.01843,0,0,0.00087,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica",0.00748,0.00889,0.00095,0,0.14953,0.00296,0,0,0,0,0.00178,0,0,0,0,0,0,0,0,0,0,0.00458,0.00104,0.00209,0,0,0,0,0,0,0.01675,0.07158,0.04685,0.01577,0.04761,0.0303,0,0.01181,0.00165,0.00681,0.00909,0.00794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0,0,0,0.00067,0.00263,0.00273,0,0,0,0,0,0,0.00197,0.01907,0.01443
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae",0.00748,0.00158,0.00249,0.01444,0.00202,0.02321,0.06203,0,0.03606,0.00114,0.00137,0.00028,0,0,0,0.00906,0,0.01583,0.01305,0.01001,0.0202,0.07169,0.00583,0.01922,0.00987,0.00361,0.00384,0.00246,9e-04,0.00099,0,0,0,0.0606,0.01166,0.36605,0.02257,0.00147,0.01283,0.00803,0.03221,0.00163,0.00734,0.01071,0.00641,0.00351,0.00137,0.00868,0.01743,0.02507,0.00635,0.05946,0.04441,0.01614,0.00631,0,0.00717,0.04518,0.02071,0.00175,0.10311,0.17477,0.02611,0.07305,0.05312,0.06596,0.01765,0.02371,0.01537,4e-04,0.00196,0.02439
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6",0.00739,0,0,0,0,0,0,0,0,0.00056,0,0.00093,0,0,0,0,0,0,0,0,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0,0,0,0.00108,0.03732,0.00111,0.00167,0.00036,0.00413,0,0,0,0.02004,0,0.00846,0.00692,0,0,0,0,0.01355,0,0,0.00112,0,0,0.00125,0,0,0,0.00057,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317",0.00638,0,0,0,0,0.00246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02574,0.0089,0.08317,0.00259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0,0,0.00066,0.06624,0,0,0,0,0,0,0,0,0.00122,0.00064,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis",0.00626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088,0,0.00299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis",0.00598,0.07136,0.00233,0,0,0,0.68599,0.11056,0.46549,0,0,0,0,0.00186,0,0,0.01336,0.01405,0,0,0,0,0,0,0.00545,0.03581,0,0,0.00278,0.00783,0,0,0,0.05339,0.1579,0.0433,0.00114,0.01415,0.00496,0.0024,0.01194,0.00055,0,0,0,0.00461,0.00982,0,0.00328,0.0065,0.00212,0,0.04739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03154,0.00766
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__[Collinsella]_massiliensis",0.00597,0.00311,0.00346,0.00132,0,0.00219,0,0,0,0,0.00461,0.00121,0.00518,0.00389,0.00725,0,0,0.00064,0.00199,0,0.00097,0.00782,0,0.00115,0.0053,0,0.00176,0.03205,0.02301,0.00998,0.00124,0,0.0014,0.00501,0,0.01013,0,0,0.00024,0.00696,0.0089,0.00533,0,0,0,0.00332,0.00157,0,0.00011,3e-04,0.00012,0.00338,0.00053,0.00131,0,0,0,0.00281,0,0.00219,0.00724,0.00963,0.00702,0.00229,0.00076,0.00461,0.00011,0,1e-04,0.00098,0.02711,0.00709
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303",0.00574,0,0,0,0,0,0.00808,0,0,0,0,0.00383,0,0,0,0.08787,0,0.1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05463,0.13004,0.01834,0,0,0,0.03183,0.10219,0.07949,0.13079,0,0.02589,0,0,0,0,0,0,0,0,0,0.2992,0.04821,0.17949,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii",0.00544,0,0.03674,0.00418,0,0.00302,0,0,0,0.06811,0,0.06368,0.00621,0,0.02261,0.01111,0,0.00527,0.03089,0,0.02398,0.10025,0,0.05533,0.06287,0.00053,0.00311,0,0,0.00459,0.02034,0,0.0276,0.03184,0,0,0.01374,0,0.03142,0.07151,0.13489,0.02099,0.00972,0.02421,0.00655,0.01334,0.00522,0.02099,0.03166,0.03809,0.02695,0.00489,0,0,0,0,0.00011,0.00772,0,0,0.03394,0.20569,0.03411,0.00322,0.0109,0.0301,0.01802,0.04234,0.00196,0.00371,0,0.02988
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi",0.00525,0,0.00177,0,0,0.1595,0.03399,0,0.02434,0.02072,0.00256,0.00143,0,0,0,0,0,0,0.00344,0.00107,0.005,0.02505,0.03332,0.00802,0.00019,0,0,0,0,0,0,0,0,0.04845,0.05251,0.08729,0.00265,0,0.00266,0.00842,0.29512,0.00274,0,0,0,0.00271,0.00427,0.00834,0,0,0,0,0.00534,0,0,0,0.01627,0.05071,0,0,0.00338,0.02015,0.00353,0.0011,0,0,0.03085,0.03684,0.01117,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_HMSC065F10",0.00496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense",0.00414,0.01459,0.00228,0,0.04084,0.00276,0.17003,0.48765,0.15367,0,0.00035,0,0,0.03094,0.00032,0.00089,0.34608,0.0091,0.01649,0.03513,0.0033,0.02072,0.15318,0.00248,0.02228,0.28094,0.00197,0.0096,0.00553,0,0.03008,0.71507,0.0644,0.00191,0.26714,0.00049,0.00111,0.00346,0,0.0072,0.00465,0.00115,0.00088,0,0.00316,0.03702,0.08051,0.00095,0.00274,0.00627,0.00022,0,0.00896,0,0.00074,0,0.00519,0.00873,0.12278,0,0.02065,0.01438,0.00969,0.00224,0.00242,0,0.00314,0.0091,0.00259,0.001,0.15902,0.05975
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum",0.00397,0.04131,0.00385,0.00153,1.21306,0.01413,0,0.01628,0,0.0097,0.00363,0.00018,0.00218,0.09715,0.00501,0.00961,0.00885,0.01864,0.00019,0.50814,0.00805,0.02661,0.05484,0.00039,0.03366,0.04208,5e-05,0.1794,0.15236,0.0161,0.0721,0.01151,0.22651,0.03446,0.00519,0.03197,0.00571,0.00618,0.14842,0.05761,0.24192,0.00995,0.00853,0.01178,0.00106,0,0,0,0.00618,0.00617,0.00243,0.00036,0.00293,0.00065,0,0,0,0.02731,0.06601,0.00354,0.06291,0.06213,0.01205,0.03786,0.00645,0.00699,0.00297,0.22797,0.08134,0.00294,0.43731,0.05783
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184",0.00395,0.07102,0.0035,0,0,0,0,0,0,0.00336,0.00929,0.00625,0,0.00174,0.00083,0,0,0,0.00029,0,0.00747,0,0,0,0,0,0.00035,0.00522,0.00271,0,0,0,0,0.11929,0.09471,0.15072,0.00078,0,0.00116,0.00907,0.00681,0.00651,0,0.00051,0.00023,0,0,8e-04,0.00016,0.00048,0,0,0,0,0,0,0,0,0,0,0.02164,0.0216,0.03106,0,0,0,0,0,0,0.00019,0,0.01095
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_D2",0.00321,0.00409,0.00219,0,0.01908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,0.00254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula",0.00285,0,0.01489,0,0,0.00135,0.00261,0,0,0.02865,0,0.01157,0,0,0,0.09192,0,0.00743,0.00644,0,4e-04,0.03531,0,0.12693,0,0,0,0,0,0.01522,1.05864,0,0.0354,0,0,0,0.00624,0,0.01275,0.00225,0,0.0014,0.02961,0.19417,0.02786,0.01224,0.00319,0.0268,0,0,0.01772,0.03065,0,0.0294,0.03916,0,0.89813,0.00328,0,0.43401,0.00271,0.01036,0.01852,0.0069,0.12241,0.44881,0,0.00059,0.00863,0.15025,0,0.00209
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii",0.00231,0.00717,0.00529,0,0,0,0,0,0,0.00184,0,0.00159,0,0,0,0,0,0,0,0,0,0.0753,0.01159,0.05007,0,0,0,0,0,0.00718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6403,0.55513,1.40493,0.0411,0.09137,0.02029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06144,0.05159,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus",0.00223,0,0,0.01117,0,0.0792,0.07718,0,0.12169,0.00907,0,0.00244,0.00641,0,0.04911,0.02864,0,0.01854,7e-04,0,0.00254,0,0,0,0.01502,0,0.00319,0,0,0.02774,0,0,0.00979,0.01232,0,0,0.02973,0,0.0145,0,0,0.00355,0.00872,0.02887,0.0036,0.00224,0,0.0011,0.02317,0.03865,0.03257,0.05412,0.00788,0.01564,0,0,0,0.12453,0.0088,0.03125,0.01546,0.10183,0.01227,0.02156,0.00496,0.02067,0.005,0.00276,0.00822,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica",0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065,0,0,0,0,0.00241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis",0.00203,0.00086,0.00153,0,0,0.00125,0,0,0,0.02974,0.23848,0.02398,0.00112,0.00082,0.00097,0,0,0,0,0,0,0.00164,0,0.00011,0,0,0.00026,2.28795,1.21138,0.01989,0,0,9e-05,0,0,0.00159,0,0,0,0.00201,0.00111,0.00122,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0.00048,0.0029,0.00237,0,0.00207,0.00023,0,0,0,0,0,0.00038
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_caecimuris",0.00127,0,0.00187,0,0,0.00222,0,0,3e-04,0,0.00015,0.00066,0,0,0,0,0,0.00044,0,0,0,0.00157,0.00026,0.00024,0.00034,0,0,0.00191,0.0017,0.00227,0,0,0,0.00132,0.00031,0.00654,0.00195,0.00088,0.00166,7e-05,0.00143,0,0.00158,0.00046,0,0.01293,0.01122,0,7e-04,0.00282,0.00343,0.0038,0.02024,0.00242,0.00689,0,0,0,0,0,0.00982,0.01487,0.00356,0.00431,0.00803,0.00954,0.00225,0.00289,0.00207,0,0,0.00063
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae_CAG_59",0.00107,0.02472,0,0,2.41392,0.0072,0,0,0,0,0,0,0,0.11265,0,0,0,0,0.00755,0,0.00784,0.02053,0.15988,0.00012,0,0.00033,0,0.07285,0.06946,0,0,0,0,0,0,0,0.00105,0.00334,0,0.00837,0.00831,0.00283,0,0,0,0,0,0,0,0,0,0,0,0,0.00113,0,0,0,0,0,0,0,0,0,0,0,0.00028,0.01238,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_1_7_47FAA",0.00105,0,0.00338,0,0.00036,0.00352,0,0,0,0,0,0,0,0.00343,0,0,0.02817,0,0,0,0,0,0,0,0,0,0,0.02621,0.02425,0,0.01125,0.04037,0.00906,0.01529,0.01227,0.00501,0.00137,0.00273,0.00242,0,0,0,0,0,0,0.00067,0.00423,0.00263,0,0,0,0,0,0,0,0,0,0,0,0,0.00055,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471",7e-04,0,0.00055,0,0,0,0,0,0.00048,0.03095,0,0.00628,0.01782,0.01205,0.04662,0.06294,0,0.07259,0,0,0,0.00037,0,4e-05,0.00045,0,0,0,0,0,0.00023,0,0,1e-04,0,0,0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250",0.00038,0,0.00741,0,0,0.02069,0.01639,0,0.00019,0.01088,0.00039,0.00011,0.00078,0.02057,0.00226,0,0,0.00213,0.00597,0,0.0052,0.00973,0,0.00412,0.01242,0.13682,7e-05,0.07644,0.08347,0.14554,0.00227,0,0.04866,0.0043,0.00083,0.00669,0.01812,0,0.01173,0.04616,0.12307,0.00044,0,0,0,0,0,0,0.00759,0.02268,0,0,0,0,0,0,0,0,0,0,0.00195,0.00238,0,0.00017,0.00855,0.00149,0,0,0,0,0,0.01084
"k__Bacteria|p__Synergistetes",0,0.00082,0,0,0,0,0,0,0,0.00127,0,0.00027,0.00221,0.00287,0.00922,0,0,0,0,0,0.00101,0,0.00056,0,0.00222,0.00209,0.00231,0,0,0.00306,0,0,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,0,5e-04,0,0.00106,0.00027,0.00359,0.00034,0,0,0,0,0,0,0,0,0,0.00032,0.00844,0.08284,0.02133,0,0.00068,0,0,0,0.00026
"k__Bacteria|p__Synergistetes|c__Synergistia",0,0.00082,0,0,0,0,0,0,0,0.00127,0,0.00027,0.00221,0.00287,0.00922,0,0,0,0,0,0.00101,0,0.00056,0,0.00222,0.00209,0.00231,0,0,0.00306,0,0,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,0,5e-04,0,0.00106,0.00027,0.00359,0.00034,0,0,0,0,0,0,0,0,0,0.00032,0.00844,0.08284,0.02133,0,0.00068,0,0,0,0.00026
"k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales",0,0.00082,0,0,0,0,0,0,0,0.00127,0,0.00027,0.00221,0.00287,0.00922,0,0,0,0,0,0.00101,0,0.00056,0,0.00222,0.00209,0.00231,0,0,0.00306,0,0,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,0,5e-04,0,0.00106,0.00027,0.00359,0.00034,0,0,0,0,0,0,0,0,0,0.00032,0.00844,0.08284,0.02133,0,0.00068,0,0,0,0.00026
"k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae",0,0.00082,0,0,0,0,0,0,0,0.00127,0,0.00027,0.00221,0.00287,0.00922,0,0,0,0,0,0.00101,0,0.00056,0,0.00222,0.00209,0.00231,0,0,0.00306,0,0,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,0,5e-04,0,0.00106,0.00027,0.00359,0.00034,0,0,0,0,0,0,0,0,0,0.00032,0.00844,0.08284,0.02133,0,0.00068,0,0,0,0.00026
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella",0,0.02747,0,0,0,0.01393,0,0.10578,0,0,0,0,0,0,0,0,0,0,0.40372,0,0,0,0,0,0,0,0,0,0,0,0,0.00926,0,0,0,0,0,0,0,0,0,0,0.00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
